pd_bad,score,target,score_decile
0.30953774,441.7759550510155,0,2
0.38676235,417.1535385927226,0,1
0.12575163,523.7769046205708,0,6
0.10770659,536.4241733988525,0,7
0.18833652,489.2820433673782,0,5
0.10770659,536.4241733988525,0,7
0.0895979,551.1519421020193,0,8
0.14356436,512.7359538013477,0,6
0.14356436,512.7359538013477,1,6
0.10770659,536.4241733988525,0,7
0.27366504,454.31478876792823,0,2
0.125,524.2713461426688,0,7
0.43678162,402.2427051066281,1,0
0.058920704,583.7770853672243,0,9
0.0895979,551.1519421020193,0,8
0.45025125,398.30570298558274,1,0
0.019957984,664.7938814154822,0,9
0.15048026,508.7572641606247,0,5
0.12575163,523.7769046205708,0,6
0.06153846,580.4404671561,0,8
0.058920704,583.7770853672243,1,9
0.10770659,536.4241733988525,0,7
0.16758242,499.52542464322505,0,5
0.032348804,629.0387398958995,0,9
0.054924242,589.1493418287561,0,9
0.1948775,486.2356372804524,0,4
0.054924242,589.1493418287561,0,9
0.14356436,512.7359538013477,0,6
0.12575163,523.7769046205708,0,6
0.12575163,523.7769046205708,0,6
0.070726916,569.6921534164526,0,8
0.0895979,551.1519421020193,0,8
0.28235295,451.19233195279094,0,2
0.118589744,528.5953167523965,0,7
0.06153846,580.4404671561,0,8
0.18833652,489.2820433673782,0,5
0.039087947,614.8840345836727,0,9
0.0895979,551.1519421020193,0,8
0.12575163,523.7769046205708,0,6
0.058920704,583.7770853672243,0,9
0.14356436,512.7359538013477,1,6
0.24528302,464.9780140910614,1,3
0.43678162,402.2427051066281,1,0
0.16758242,499.52542464322505,0,5
0.14356436,512.7359538013477,0,6
0.49874055,384.26699778798934,1,0
0.25373134,461.72325962174784,0,3
0.41689372,408.10755427676105,0,0
0.019957984,664.7938814154822,0,9
0.0895979,551.1519421020193,0,8
0.18833652,489.2820433673782,0,5
0.118589744,528.5953167523965,0,7
0.12575163,523.7769046205708,0,6
0.075229354,564.8900022442659,0,8
0.433213,403.29010739756336,1,0
0.35448578,427.1396553207101,1,1
0.18346457,491.60429070544853,0,5
0.019957984,664.7938814154822,0,9
0.27240142,454.77401684226214,1,2
0.35183442,427.97688406337534,1,1
0.24528302,464.9780140910614,0,3
0.1948775,486.2356372804524,0,4
0.12575163,523.7769046205708,0,6
0.433213,403.29010739756336,0,0
0.18833652,489.2820433673782,1,5
0.032348804,629.0387398958995,0,9
0.0895979,551.1519421020193,1,8
0.27366504,454.31478876792823,0,2
0.12575163,523.7769046205708,0,6
0.06153846,580.4404671561,0,8
0.070726916,569.6921534164526,0,8
0.12575163,523.7769046205708,0,6
0.118589744,528.5953167523965,0,7
0.35448578,427.1396553207101,0,1
0.14356436,512.7359538013477,1,6
0.06153846,580.4404671561,1,8
0.24528302,464.9780140910614,0,3
0.24528302,464.9780140910614,0,3
0.24266936,466.0001671790669,0,3
0.10770659,536.4241733988525,1,7
0.15048026,508.7572641606247,0,5
0.0895979,551.1519421020193,0,8
0.1948775,486.2356372804524,1,4
0.12575163,523.7769046205708,0,6
0.10320285,539.8685387407423,0,7
0.118589744,528.5953167523965,0,7
0.45025125,398.30570298558274,0,0
0.058920704,583.7770853672243,0,9
0.019957984,664.7938814154822,0,9
0.14356436,512.7359538013477,0,6
0.0895979,551.1519421020193,1,8
0.24528302,464.9780140910614,0,3
0.09513514,546.3861996570204,0,8
0.24528302,464.9780140910614,0,3
0.06153846,580.4404671561,0,8
0.5,383.9035952556319,1,0
0.12575163,523.7769046205708,0,6
0.1948775,486.2356372804524,0,4
0.18833652,489.2820433673782,1,5
0.12575163,523.7769046205708,0,6
0.118589744,528.5953167523965,0,7
0.12575163,523.7769046205708,0,6
0.14356436,512.7359538013477,0,6
0.12575163,523.7769046205708,0,6
0.125,524.2713461426688,0,7
0.118589744,528.5953167523965,0,7
0.09513514,546.3861996570204,0,8
0.10770659,536.4241733988525,1,7
0.058920704,583.7770853672243,0,9
0.14356436,512.7359538013477,0,6
0.09513514,546.3861996570204,0,8
0.41689372,408.10755427676105,1,0
0.118589744,528.5953167523965,1,7
0.0895979,551.1519421020193,0,8
0.118589744,528.5953167523965,0,7
0.09513514,546.3861996570204,0,8
0.072106265,568.1917423737953,0,8
0.118589744,528.5953167523965,0,7
0.12575163,523.7769046205708,0,6
0.12575163,523.7769046205708,1,6
0.24528302,464.9780140910614,0,3
0.019957984,664.7938814154822,0,9
0.20672601,480.9085606613023,0,4
0.16758242,499.52542464322505,0,5
0.10770659,536.4241733988525,0,7
0.24528302,464.9780140910614,0,3
0.27240142,454.77401684226214,0,2
0.27240142,454.77401684226214,0,2
0.18346457,491.60429070544853,0,5
0.118589744,528.5953167523965,0,7
0.14356436,512.7359538013477,0,6
0.15048026,508.7572641606247,0,5
0.12575163,523.7769046205708,0,6
0.18346457,491.60429070544853,0,5
0.12575163,523.7769046205708,0,6
0.24266936,466.0001671790669,0,3
0.28235295,451.19233195279094,0,2
0.0895979,551.1519421020193,0,8
0.20672601,480.9085606613023,0,4
0.15048026,508.7572641606247,0,5
0.35448578,427.1396553207101,1,1
0.118589744,528.5953167523965,0,7
0.36708862,423.19735290934346,1,1
0.0895979,551.1519421020193,0,8
0.24528302,464.9780140910614,0,3
0.058920704,583.7770853672243,0,9
0.09513514,546.3861996570204,0,8
0.058920704,583.7770853672243,0,9
0.058920704,583.7770853672243,0,9
0.24528302,464.9780140910614,1,3
0.0895979,551.1519421020193,0,8
0.12711865,522.8840910851467,1,6
0.30953774,441.7759550510155,0,2
0.24528302,464.9780140910614,0,3
0.0895979,551.1519421020193,0,8
0.0895979,551.1519421020193,0,8
0.433213,403.29010739756336,0,0
0.35183442,427.97688406337534,1,1
0.1948775,486.2356372804524,0,4
0.35448578,427.1396553207101,1,1
0.039087947,614.8840345836727,0,9
0.35183442,427.97688406337534,1,1
0.06153846,580.4404671561,0,8
0.09513514,546.3861996570204,0,8
0.12575163,523.7769046205708,0,6
0.075229354,564.8900022442659,0,8
0.019957984,664.7938814154822,0,9
0.019957984,664.7938814154822,0,9
0.0895979,551.1519421020193,0,8
0.14356436,512.7359538013477,0,6
0.054924242,589.1493418287561,0,9
0.27366504,454.31478876792823,0,2
0.09513514,546.3861996570204,0,8
0.45025125,398.30570298558274,0,0
0.14356436,512.7359538013477,0,6
0.1948775,486.2356372804524,0,4
0.0895979,551.1519421020193,0,8
0.15048026,508.7572641606247,0,5
0.058920704,583.7770853672243,0,9
0.14356436,512.7359538013477,0,6
0.125,524.2713461426688,0,7
0.019957984,664.7938814154822,0,9
0.1948775,486.2356372804524,1,4
0.18346457,491.60429070544853,0,5
0.072106265,568.1917423737953,0,8
0.12711865,522.8840910851467,0,6
0.35448578,427.1396553207101,1,1
0.019957984,664.7938814154822,0,9
0.12575163,523.7769046205708,1,6
0.058920704,583.7770853672243,0,9
0.32330826,437.1830207736035,1,2
0.433213,403.29010739756336,0,0
0.14356436,512.7359538013477,0,6
0.32330826,437.1830207736035,0,2
0.16758242,499.52542464322505,0,5
0.058920704,583.7770853672243,0,9
0.39775282,413.8277767864341,0,1
0.058920704,583.7770853672243,0,9
0.14356436,512.7359538013477,0,6
0.35448578,427.1396553207101,0,1
0.1948775,486.2356372804524,1,4
0.1948775,486.2356372804524,0,4
0.10320285,539.8685387407423,0,7
0.27366504,454.31478876792823,0,2
0.10770659,536.4241733988525,1,7
0.072106265,568.1917423737953,0,8
0.0895979,551.1519421020193,0,8
0.06153846,580.4404671561,0,8
0.18346457,491.60429070544853,1,5
0.1948775,486.2356372804524,0,4
0.0895979,551.1519421020193,0,8
0.24266936,466.0001671790669,1,3
0.1948775,486.2356372804524,0,4
0.39775282,413.8277767864341,0,1
0.058920704,583.7770853672243,0,9
0.125,524.2713461426688,0,7
0.35448578,427.1396553207101,1,1
0.058920704,583.7770853672243,0,9
0.20672601,480.9085606613023,0,4
0.1948775,486.2356372804524,0,4
0.24266936,466.0001671790669,0,3
0.118589744,528.5953167523965,0,7
0.16758242,499.52542464322505,0,5
0.1948775,486.2356372804524,0,4
0.12711865,522.8840910851467,0,6
0.35183442,427.97688406337534,1,1
0.20672601,480.9085606613023,0,4
0.1948775,486.2356372804524,0,4
0.15048026,508.7572641606247,0,5
0.12575163,523.7769046205708,0,6
0.1948775,486.2356372804524,0,4
0.058920704,583.7770853672243,0,9
0.24528302,464.9780140910614,0,3
0.24528302,464.9780140910614,1,3
0.12575163,523.7769046205708,0,6
0.35448578,427.1396553207101,0,1
0.24528302,464.9780140910614,0,3
0.118589744,528.5953167523965,0,7
0.20672601,480.9085606613023,0,4
0.24528302,464.9780140910614,0,3
0.1948775,486.2356372804524,0,4
0.433213,403.29010739756336,0,0
0.18346457,491.60429070544853,1,5
0.41689372,408.10755427676105,0,0
0.0895979,551.1519421020193,0,8
0.16758242,499.52542464322505,1,5
0.10770659,536.4241733988525,0,7
0.037037037,618.9255752841535,0,9
0.18346457,491.60429070544853,0,5
0.18833652,489.2820433673782,0,5
0.30953774,441.7759550510155,0,2
0.38676235,417.1535385927226,1,1
0.09513514,546.3861996570204,0,8
0.18833652,489.2820433673782,1,5
0.10320285,539.8685387407423,0,7
0.058920704,583.7770853672243,0,9
0.12575163,523.7769046205708,1,6
0.12575163,523.7769046205708,0,6
0.433213,403.29010739756336,1,0
0.27366504,454.31478876792823,1,2
0.24528302,464.9780140910614,0,3
0.10770659,536.4241733988525,0,7
0.14356436,512.7359538013477,0,6
0.45025125,398.30570298558274,0,0
0.41689372,408.10755427676105,1,0
0.0895979,551.1519421020193,1,8
0.15048026,508.7572641606247,0,5
0.032348804,629.0387398958995,0,9
0.35448578,427.1396553207101,0,1
0.14356436,512.7359538013477,0,6
0.1948775,486.2356372804524,0,4
0.18833652,489.2820433673782,0,5
0.10770659,536.4241733988525,0,7
0.12575163,523.7769046205708,0,6
0.019957984,664.7938814154822,0,9
0.118589744,528.5953167523965,0,7
0.18833652,489.2820433673782,0,5
0.24528302,464.9780140910614,1,3
0.032348804,629.0387398958995,1,9
0.24266936,466.0001671790669,0,3
0.12575163,523.7769046205708,0,6
0.072106265,568.1917423737953,1,8
0.058920704,583.7770853672243,0,9
0.18346457,491.60429070544853,0,5
0.072106265,568.1917423737953,0,8
0.35448578,427.1396553207101,1,1
0.1948775,486.2356372804524,1,4
0.0895979,551.1519421020193,0,8
0.14356436,512.7359538013477,0,6
0.10770659,536.4241733988525,0,7
0.43678162,402.2427051066281,1,0
0.09513514,546.3861996570204,0,8
0.16758242,499.52542464322505,0,5
0.14356436,512.7359538013477,0,6
0.058920704,583.7770853672243,0,9
0.30953774,441.7759550510155,0,2
0.06153846,580.4404671561,1,8
0.24528302,464.9780140910614,1,3
0.1948775,486.2356372804524,0,4
0.1948775,486.2356372804524,1,4
0.075229354,564.8900022442659,0,8
0.18346457,491.60429070544853,0,5
0.072106265,568.1917423737953,0,8
0.118589744,528.5953167523965,0,7
0.20672601,480.9085606613023,1,4
0.32330826,437.1830207736035,1,2
0.24528302,464.9780140910614,0,3
0.118589744,528.5953167523965,0,7
0.16758242,499.52542464322505,0,5
0.35448578,427.1396553207101,1,1
0.18346457,491.60429070544853,0,5
0.070726916,569.6921534164526,0,8
0.24528302,464.9780140910614,1,3
0.35183442,427.97688406337534,0,1
0.0895979,551.1519421020193,1,8
0.15048026,508.7572641606247,0,5
0.14356436,512.7359538013477,1,6
0.58536583,359.02861797498076,1,0
0.075229354,564.8900022442659,0,8
0.20672601,480.9085606613023,0,4
0.12575163,523.7769046205708,0,6
0.38676235,417.1535385927226,1,1
0.35448578,427.1396553207101,0,1
0.118589744,528.5953167523965,0,7
0.0895979,551.1519421020193,0,8
0.032348804,629.0387398958995,0,9
0.118589744,528.5953167523965,0,7
0.53846157,372.7839655983137,0,0
0.24528302,464.9780140910614,0,3
0.24528302,464.9780140910614,1,3
0.16758242,499.52542464322505,0,5
0.39775282,413.8277767864341,1,1
0.18346457,491.60429070544853,0,5
0.20672601,480.9085606613023,1,4
0.10770659,536.4241733988525,0,7
0.12575163,523.7769046205708,1,6
0.53846157,372.7839655983137,1,0
0.058920704,583.7770853672243,0,9
0.072106265,568.1917423737953,0,8
0.24528302,464.9780140910614,0,3
0.032348804,629.0387398958995,0,9
0.433213,403.29010739756336,0,0
0.35448578,427.1396553207101,0,1
0.39,416.17035247383643,1,1
0.118589744,528.5953167523965,0,7
0.1948775,486.2356372804524,0,4
0.12575163,523.7769046205708,0,6
0.24528302,464.9780140910614,1,3
0.20672601,480.9085606613023,0,4
0.10770659,536.4241733988525,0,7
0.037037037,618.9255752841535,0,9
0.054924242,589.1493418287561,0,9
0.53846157,372.7839655983137,0,0
0.1948775,486.2356372804524,1,4
0.12575163,523.7769046205708,0,6
0.27979276,452.10626495774096,0,2
0.054924242,589.1493418287561,0,9
0.118589744,528.5953167523965,0,7
0.070726916,569.6921534164526,0,8
0.1948775,486.2356372804524,1,4
0.24528302,464.9780140910614,0,3
0.30953774,441.7759550510155,0,2
0.18346457,491.60429070544853,0,5
0.39775282,413.8277767864341,0,1
0.35448578,427.1396553207101,0,1
0.24528302,464.9780140910614,1,3
0.10320285,539.8685387407423,0,7
0.12575163,523.7769046205708,0,6
0.24528302,464.9780140910614,0,3
0.075229354,564.8900022442659,0,8
0.14356436,512.7359538013477,0,6
0.12575163,523.7769046205708,0,6
0.24528302,464.9780140910614,0,3
0.0895979,551.1519421020193,0,8
0.39775282,413.8277767864341,0,1
0.118589744,528.5953167523965,0,7
0.15048026,508.7572641606247,0,5
0.15048026,508.7572641606247,0,5
0.39,416.17035247383643,0,1
0.433213,403.29010739756336,0,0
0.20672601,480.9085606613023,0,4
0.18346457,491.60429070544853,0,5
0.09513514,546.3861996570204,0,8
0.1948775,486.2356372804524,0,4
0.0895979,551.1519421020193,0,8
0.24266936,466.0001671790669,0,3
0.019957984,664.7938814154822,0,9
0.118589744,528.5953167523965,0,7
0.058920704,583.7770853672243,0,9
0.14356436,512.7359538013477,0,6
0.06153846,580.4404671561,0,8
0.070726916,569.6921534164526,0,8
0.12575163,523.7769046205708,0,6
0.41689372,408.10755427676105,0,0
0.12575163,523.7769046205708,0,6
0.5874126,358.4198789329024,1,0
0.032348804,629.0387398958995,0,9
0.24528302,464.9780140910614,0,3
0.14356436,512.7359538013477,0,6
0.12575163,523.7769046205708,1,6
0.12575163,523.7769046205708,1,6
0.12575163,523.7769046205708,0,6
0.24528302,464.9780140910614,0,3
0.070726916,569.6921534164526,0,8
0.24528302,464.9780140910614,0,3
0.12575163,523.7769046205708,1,6
0.075229354,564.8900022442659,0,8
0.14356436,512.7359538013477,1,6
0.1948775,486.2356372804524,0,4
0.24528302,464.9780140910614,0,3
0.24528302,464.9780140910614,0,3
0.054924242,589.1493418287561,0,9
0.14356436,512.7359538013477,0,6
0.118589744,528.5953167523965,0,7
0.058920704,583.7770853672243,0,9
0.1948775,486.2356372804524,0,4
0.14356436,512.7359538013477,0,6
0.0895979,551.1519421020193,0,8
0.1948775,486.2356372804524,0,4
0.18346457,491.60429070544853,0,5
0.10770659,536.4241733988525,0,7
0.18833652,489.2820433673782,0,5
0.0895979,551.1519421020193,0,8
0.1948775,486.2356372804524,0,4
0.032348804,629.0387398958995,0,9
0.019957984,664.7938814154822,0,9
0.0895979,551.1519421020193,0,8
0.1948775,486.2356372804524,1,4
0.18346457,491.60429070544853,0,5
0.32330826,437.1830207736035,0,2
0.41689372,408.10755427676105,1,0
0.06153846,580.4404671561,0,8
0.1948775,486.2356372804524,1,4
0.24528302,464.9780140910614,0,3
0.5874126,358.4198789329024,0,0
0.0895979,551.1519421020193,0,8
0.24528302,464.9780140910614,0,3
0.14356436,512.7359538013477,0,6
0.14356436,512.7359538013477,1,6
0.032348804,629.0387398958995,0,9
0.06153846,580.4404671561,0,8
0.24528302,464.9780140910614,0,3
0.118589744,528.5953167523965,0,7
0.10770659,536.4241733988525,0,7
0.0895979,551.1519421020193,0,8
0.1948775,486.2356372804524,0,4
0.24528302,464.9780140910614,0,3
0.15048026,508.7572641606247,0,5
0.53846157,372.7839655983137,1,0
0.1948775,486.2356372804524,0,4
0.10770659,536.4241733988525,0,7
0.24528302,464.9780140910614,1,3
0.49874055,384.26699778798934,0,0
0.24528302,464.9780140910614,0,3
0.38676235,417.1535385927226,0,1
0.12575163,523.7769046205708,1,6
0.30953774,441.7759550510155,0,2
0.1948775,486.2356372804524,0,4
0.118589744,528.5953167523965,0,7
0.14356436,512.7359538013477,0,6
0.24528302,464.9780140910614,0,3
0.18346457,491.60429070544853,0,5
0.0895979,551.1519421020193,0,8
0.12575163,523.7769046205708,0,6
0.433213,403.29010739756336,1,0
0.118589744,528.5953167523965,0,7
0.24528302,464.9780140910614,0,3
0.06153846,580.4404671561,0,8
0.0895979,551.1519421020193,0,8
0.433213,403.29010739756336,1,0
0.14356436,512.7359538013477,0,6
0.10320285,539.8685387407423,0,7
0.20672601,480.9085606613023,0,4
0.12575163,523.7769046205708,0,6
0.0895979,551.1519421020193,0,8
0.10770659,536.4241733988525,0,7
0.12575163,523.7769046205708,0,6
0.06153846,580.4404671561,1,8
0.019957984,664.7938814154822,0,9
0.35448578,427.1396553207101,0,1
0.30953774,441.7759550510155,1,2
0.12575163,523.7769046205708,1,6
0.18833652,489.2820433673782,0,5
0.12575163,523.7769046205708,0,6
0.18346457,491.60429070544853,0,5
0.0895979,551.1519421020193,0,8
0.019957984,664.7938814154822,0,9
0.18346457,491.60429070544853,0,5
0.118589744,528.5953167523965,0,7
0.32330826,437.1830207736035,0,2
0.070726916,569.6921534164526,0,8
0.12575163,523.7769046205708,0,6
0.09513514,546.3861996570204,1,8
0.30953774,441.7759550510155,1,2
0.1948775,486.2356372804524,0,4
0.24528302,464.9780140910614,1,3
0.30953774,441.7759550510155,0,2
0.058920704,583.7770853672243,0,9
0.38676235,417.1535385927226,0,1
0.14356436,512.7359538013477,0,6
0.1948775,486.2356372804524,0,4
0.433213,403.29010739756336,1,0
0.20672601,480.9085606613023,0,4
0.0895979,551.1519421020193,0,8
0.072106265,568.1917423737953,0,8
0.27366504,454.31478876792823,0,2
0.18346457,491.60429070544853,0,5
0.070726916,569.6921534164526,0,8
0.18833652,489.2820433673782,1,5
0.118589744,528.5953167523965,0,7
0.35448578,427.1396553207101,1,1
0.0895979,551.1519421020193,0,8
0.0895979,551.1519421020193,0,8
0.14356436,512.7359538013477,0,6
0.18346457,491.60429070544853,0,5
0.35448578,427.1396553207101,0,1
0.433213,403.29010739756336,0,0
0.24528302,464.9780140910614,0,3
0.433213,403.29010739756336,1,0
0.14356436,512.7359538013477,0,6
0.075229354,564.8900022442659,0,8
0.06153846,580.4404671561,0,8
0.35448578,427.1396553207101,1,1
0.35448578,427.1396553207101,0,1
0.09513514,546.3861996570204,0,8
0.24528302,464.9780140910614,0,3
0.24528302,464.9780140910614,1,3
0.27366504,454.31478876792823,1,2
0.10320285,539.8685387407423,0,7
0.20672601,480.9085606613023,0,4
0.14356436,512.7359538013477,0,6
0.35448578,427.1396553207101,1,1
0.06153846,580.4404671561,0,8
0.18239042,492.1226980099443,1,5
0.075229354,564.8900022442659,0,8
0.039087947,614.8840345836727,0,9
0.14356436,512.7359538013477,0,6
0.118589744,528.5953167523965,0,7
0.12575163,523.7769046205708,0,6
